Model year,Make,Model,Vehicle class,Motor (kW),Transmission,Fuel type,City (kWh/100 km),Highway (kWh/100 km),Combined (kWh/100 km),City (Le/100 km),Highway (Le/100 km),Combined (Le/100 km),Range (km),CO2 emissions (g/km),CO2 rating ,Smog rating,Recharge time (h)
2024,Hyundai,Kona Electric Long Range,Sport utility vehicle: Small,150,A1,B,16.3,20.3,18.1,1.8,2.3,2,420,0,n/a,n/a,6.1
2024,Jaguar,I-PACE,Sport utility vehicle: Small,294,A1,B,24.5,26.7,25.5,2.7,3,2.9,381,0,n/a,n/a,13
2024,Kia,EV6 Wind,Sport utility vehicle: Small,168,A1,B,15.5,20.5,18,1.8,2.3,2,499,0,n/a,n/a,8.7
2024,Kia,"EV6 Land AWD (19"" Wheels)",Sport utility vehicle: Small,239,A1,B,17.5,21.5,19.3,2,2.4,2.2,454,0,n/a,n/a,8.4
2024,Kia,"EV6 Land AWD (20"" Wheels)",Sport utility vehicle: Small,239,A1,B,19.9,24.2,21.7,2.2,2.7,2.5,406,0,n/a,n/a,8.4
2024,Kia,EV6 GT AWD,Sport utility vehicle: Small,430,A1,B,23.6,27.3,25.5,2.7,3.1,2.8,351,0,n/a,n/a,7.7
2024,Kia,EV9 Light,Sport utility vehicle: Standard,160,A1,B,21.1,27.3,23.6,2.4,3.1,2.7,370,0,n/a,n/a,11.4
2024,Kia,EV9 Wind,Sport utility vehicle: Standard,149,A1,B,21.1,26.7,23.6,2.4,3,2.6,489,0,n/a,n/a,15.2
2024,Kia,EV9 Land AWD,Sport utility vehicle: Standard,282,A1,B,23,28,25.5,2.6,3.1,2.8,451,0,n/a,n/a,14.5
2024,Kia,EV9 Land AWD GT-Line,Sport utility vehicle: Standard,282,A1,B,23.6,29.2,26.1,2.7,3.3,2.9,435,0,n/a,n/a,15.2
2024,Kia,Niro EV,Sport utility vehicle: Small,150,A1,B,16.8,20.5,18.6,1.9,2.3,2.1,407,0,n/a,n/a,7.5
2024,Lexus,"RZ 450e AWD (18"" Wheels)",Sport utility vehicle: Small,230,A1,B,18.1,21.4,19.6,2,2.4,2.2,354,0,n/a,n/a,10
2024,Lexus,"RZ 450e AWD (20"" Wheels)",Sport utility vehicle: Small,230,A1,B,20.3,24.1,22.4,2.3,2.7,2.5,315,0,n/a,n/a,10
2024,Lucid,"Air Grand Touring XR AWD (19"" Wheels)",Full-size,611,A1,B,16.1,16.4,16.2,1.8,1.8,1.8,832,0,n/a,n/a,13
2024,Lucid,"Air Grand Touring XR AWD (20"" Wheels)",Full-size,611,A1,B,17,17.7,17.3,1.9,2,1.9,782,0,n/a,n/a,13
2024,Lucid,"Air Grand Touring XR AWD (21"" Wheels)",Full-size,611,A1,B,18.2,18.9,18.5,2,2.1,2.1,726,0,n/a,n/a,13
2024,Lucid,"Air Pure (19"" Wheels)",Full-size,330,A1,B,14.9,15.7,15.3,1.7,1.8,1.7,674,0,n/a,n/a,10
2024,Lucid,"Air Pure (20"" Wheels)",Full-size,330,A1,B,15.7,16.7,16.1,1.8,1.9,1.8,634,0,n/a,n/a,10
2024,Lucid,Air Sapphire AWD,Full-size,930,A1,B,19.4,20.7,20,2.2,2.3,2.2,687,0,n/a,n/a,13
2024,Lucid,"Air Touring AWD (19"" Wheels)",Full-size,462,A1,B,15.5,16,15.7,1.7,1.8,1.8,661,0,n/a,n/a,10
2024,Lucid,"Air Touring AWD (20"" Wheels)",Full-size,462,A1,B,16.8,17.4,17.1,1.9,2,1.9,615,0,n/a,n/a,10
2024,Lucid,"Air Touring AWD (21"" Wheels)",Full-size,462,A1,B,17.4,18.3,17.8,1.9,2.1,2,587,0,n/a,n/a,10
2024,Mazda,MX-30,Mid-size,107,A1,B,21.4,24.6,22.8,2.4,2.8,2.6,161,0,n/a,n/a,5.3
2024,Mercedes-Benz,AMG EQE 4MATIC+ Sedan,Mid-size,460,A1,B,28.6,28.6,28.6,3.2,3.2,3.2,370,0,n/a,n/a,10.5
2024,Mercedes-Benz,AMG EQE 4MATIC+ SUV,Sport utility vehicle: Standard,460,A1,B,27.3,29.8,28.6,3.1,3.3,3.2,378,0,n/a,n/a,9.5
2024,Mercedes-Benz,AMG EQS 4MATIC+ Sedan,Full-size,484,A1,B,26.4,24.5,25.5,3,2.8,2.9,483,0,n/a,n/a,11.25
2024,Mercedes-Benz,EQB 250+,Sport utility vehicle: Small,142,A1,B,20.5,23.2,21.7,2.3,2.6,2.4,359,0,n/a,n/a,7.25
2024,Mercedes-Benz,EQB 300 4MATIC,Sport utility vehicle: Small,170,A1,B,23.5,24.8,24,2.6,2.8,2.7,330,0,n/a,n/a,6.75
2024,Mercedes-Benz,EQE 350 4MATIC Sedan,Mid-size,215,A1,B,24.2,21.7,23,2.7,2.5,2.6,451,0,n/a,n/a,9.5
2024,Mercedes-Benz,EQE 350 4MATIC SUV,Sport utility vehicle: Standard,215,A1,B,23.6,25.5,24.9,2.7,2.9,2.8,426,0,n/a,n/a,9.5
2024,Mercedes-Benz,EQE 500 4MATIC Sedan,Mid-size,300,A1,B,23.6,23.6,23.6,2.6,2.6,2.6,446,0,n/a,n/a,9.5
2024,Mercedes-Benz,EQE 500 4MATIC SUV,Sport utility vehicle: Standard,300,A1,B,23.3,24.8,24,2.6,2.8,2.7,462,0,n/a,n/a,9.5
2024,Mercedes-Benz,EQS 450 4MATIC Sedan,Full-size,265,A1,B,22.6,21.4,22,2.5,2.4,2.5,555,0,n/a,n/a,12.75
2024,Mercedes-Benz,EQS 450 4MATIC SUV,Sport utility vehicle: Standard,265,A1,B,24.9,25.7,25.2,2.8,2.9,2.8,531,0,n/a,n/a,14
2024,Mercedes-Benz,EQS 580 4MATIC Sedan,Full-size,400,A1,B,22.1,21.4,21.8,2.5,2.4,2.5,555,0,n/a,n/a,12.75
2024,Mercedes-Benz,EQS 580 4MATIC SUV,Sport utility vehicle: Standard,400,A1,B,24.7,25.9,25.2,2.8,2.9,2.8,531,0,n/a,n/a,14
2024,Mercedes-Benz,Maybach EQS 680 4MATIC SUV,Sport utility vehicle: Standard,484,A1,B,25.9,25.8,25.9,2.9,2.9,2.9,517,0,n/a,n/a,14
2024,MINI,Cooper SE 3 Door,Subcompact,135,A1,B,17.6,20.9,19.1,2,2.3,2.1,183,0,n/a,n/a,4
2024,Nissan,ARIYA Engage,Station wagon: Small,160,A1,B,19.3,22.4,20.7,2.2,2.5,2.3,348,0,n/a,n/a,10
2024,Nissan,ARIYA Evolve+,Station wagon: Small,178,A1,B,20,23.1,21.4,2.2,2.6,2.4,465,0,n/a,n/a,14
2024,Nissan,ARIYA Evolve e-4ORCE,Station wagon: Small,250,A1,B,20.7,23.4,21.9,2.3,2.6,2.5,330,0,n/a,n/a,10
2024,Nissan,ARIYA Evolve+ e-4ORCE,Station wagon: Small,290,A1,B,21.5,24.3,22.8,2.4,2.7,2.5,438,0,n/a,n/a,13
2024,Nissan,ARIYA Platinum+ e-4ORCE,Station wagon: Small,290,A1,B,22.6,24.4,23.4,2.5,2.7,2.6,428,0,n/a,n/a,14
2024,Nissan,LEAF SV,Mid-size,110,A1,B,17,21.2,18.9,1.9,2.4,2.1,240,0,n/a,n/a,8
2024,Nissan,LEAF SV PLUS,Mid-size,160,A1,B,17.3,21.4,19.1,1.9,2.4,2.1,341,0,n/a,n/a,11
2024,Polestar,"2 Single Motor (19"" Wheels)",Mid-size,220,A1,B,16.8,19.8,18.2,1.9,2.2,2,515,0,n/a,n/a,8
2024,Polestar,"2 Single Motor (20"" Wheels)",Mid-size,220,A1,B,17.4,20.5,18.6,2,2.3,2.1,494,0,n/a,n/a,8
2024,Polestar,"2 Dual Motor (19"" Wheels)",Mid-size,310,A1,B,18.7,21,19.7,2.1,2.4,2.2,444,0,n/a,n/a,8
2024,Polestar,"2 Dual Motor (20"" Wheels)",Mid-size,310,A1,B,19.3,21.7,20.5,2.2,2.5,2.3,428,0,n/a,n/a,8
2024,Polestar,2 Dual Motor Performance Pack,Mid-size,335,A1,B,21.1,23.6,21.7,2.4,2.6,2.5,397,0,n/a,n/a,8
2024,Rivian,"R1S All-Terrain Dual Large (20"" Wheels)",Sport utility vehicle: Standard,418,A1,B,29,32.5,30.6,3.3,3.6,3.4,494,0,n/a,n/a,13
2024,Rivian,"R1S AT Performance Dual Large (20"" Wheels)",Sport utility vehicle: Standard,496,A1,B,29,32.5,30.6,3.3,3.6,3.4,494,0,n/a,n/a,13
2024,Rivian,"R1S Dual Large (21"" Wheels)",Sport utility vehicle: Standard,418,A1,B,25.6,28.4,26.9,2.9,3.2,3,566,0,n/a,n/a,13
2024,Rivian,"R1S Performance Dual Large (21"" Wheels)",Sport utility vehicle: Standard,496,A1,B,25.6,28.4,26.9,2.9,3.2,3,566,0,n/a,n/a,13
2024,Rivian,"R1S Dual Large (22"" Wheels)",Sport utility vehicle: Standard,418,A1,B,26.3,29.6,27.8,3,3.3,3.1,549,0,n/a,n/a,13
2024,Rivian,"R1S Performance Dual Large (22"" Wheels)",Sport utility vehicle: Standard,496,A1,B,26.3,29.6,27.8,3,3.3,3.1,549,0,n/a,n/a,13
2024,Rivian,"R1S All-Terrain Dual Max (20"" Wheels)",Sport utility vehicle: Standard,418,A1,B,26.7,31.1,28.7,3,3.5,3.2,571,0,n/a,n/a,14.5
2024,Rivian,"R1S All-Terrain Performance Dual Max (20"" Wheels)",Sport utility vehicle: Standard,496,A1,B,26.7,31.1,28.7,3,3.5,3.2,571,0,n/a,n/a,14.5
2024,Rivian,"R1S Dual Max (21"" Wheels)",Sport utility vehicle: Standard,418,A1,B,23.5,27.7,25.4,2.6,3.1,2.9,644,0,n/a,n/a,14.5
2024,Rivian,"R1S Performance Dual Max (21"" Wheels)",Sport utility vehicle: Standard,496,A1,B,23.5,27.7,25.4,2.6,3.1,2.9,644,0,n/a,n/a,14.5
2024,Rivian,"R1S Dual Max (22"" Wheels)",Sport utility vehicle: Standard,418,A1,B,25,29.3,26.9,2.8,3.3,3,612,0,n/a,n/a,14.5
2024,Rivian,"R1S Performance Dual Max (22"" Wheels)",Sport utility vehicle: Standard,496,A1,B,25,29.3,26.9,2.8,3.3,3,612,0,n/a,n/a,14.5
2024,Rivian,"R1S Quad Large (20"" Wheels)",Sport utility vehicle: Standard,650,A1,B,30.5,35.1,32.5,3.4,3.9,3.7,465,0,n/a,n/a,13
2024,Rivian,"R1S All-Terrain Quad Large (20"" Wheels)",Sport utility vehicle: Standard,650,A1,B,32,35,33.4,3.6,3.9,3.7,441,0,n/a,n/a,13
2024,Rivian,"R1S Quad Large (21"" Wheels)",Sport utility vehicle: Standard,650,A1,B,27.8,31.5,29.5,3.1,3.5,3.3,517,0,n/a,n/a,13
2024,Rivian,"R1S Quad Large (22"" Wheels)",Sport utility vehicle: Standard,650,A1,B,28.7,33.1,30.7,3.2,3.7,3.4,488,0,n/a,n/a,13
2024,Rivian,"R1T All-Terrain Dual Large (20"" Wheels)",Pickup truck: Standard,418,A1,B,29,32.5,30.6,3.3,3.6,3.4,494,0,n/a,n/a,13
2024,Rivian,"R1T AT Performance Dual Large (20"" Wheels)",Pickup truck: Standard,496,A1,B,29,32.5,30.6,3.3,3.6,3.4,494,0,n/a,n/a,13
2024,Rivian,"R1T Dual Large (21"" Wheels)",Pickup truck: Standard,418,A1,B,25.6,28.4,26.9,2.9,3.2,3,566,0,n/a,n/a,13
2024,Rivian,"R1T Performance Dual Large (21"" Wheels)",Pickup truck: Standard,496,A1,B,25.6,28.4,26.9,2.9,3.2,3,566,0,n/a,n/a,13
2024,Rivian,"R1T Dual Large (22"" Wheels)",Pickup truck: Standard,418,A1,B,26.1,29.5,27.6,2.9,3.3,3.1,549,0,n/a,n/a,13
2024,Rivian,"R1T Performance Dual Large (22"" Wheels)",Pickup truck: Standard,496,A1,B,26.1,29.5,27.6,2.9,3.3,3.1,549,0,n/a,n/a,13
2024,Rivian,"R1T All-Terrain Dual Max (20"" Wheels)",Pickup truck: Standard,418,A1,B,26.7,31.1,28.7,3,3.5,3.2,571,0,n/a,n/a,14.5
2024,Rivian,"R1T All-Terrain Performance Dual Max (20"" Wheels)",Pickup truck: Standard,496,A1,B,26.7,31.1,28.7,3,3.5,3.2,571,0,n/a,n/a,14.5
2024,Rivian,"R1T Dual Max (21"" Wheels)",Pickup truck: Standard,418,A1,B,23,27,24.8,2.6,3,2.8,661,0,n/a,n/a,14.5
2024,Rivian,"R1T Performance Dual Max (21"" Wheels)",Pickup truck: Standard,496,A1,B,23,27,24.8,2.6,3,2.8,661,0,n/a,n/a,14.5
2024,Rivian,"R1T Dual Max (22"" Wheels)",Pickup truck: Standard,418,A1,B,25,29.3,26.9,2.8,3.3,3,612,0,n/a,n/a,14.5
2024,Rivian,"R1T Performance Dual Max (22"" Wheels)",Pickup truck: Standard,496,A1,B,25,29.3,26.9,2.8,3.3,3,612,0,n/a,n/a,14.5
2024,Rivian,"R1T Quad Large (20"" Wheels)",Pickup truck: Standard,650,A1,B,30.5,35.1,32.5,3.4,3.9,3.7,465,0,n/a,n/a,13
2024,Rivian,"R1T All-Terrain Quad Large (20"" Wheels)",Pickup truck: Standard,650,A1,B,32,35,33.4,3.6,3.9,3.7,441,0,n/a,n/a,13
2024,Rivian,"R1T Quad Large (21"" Wheels)",Pickup truck: Standard,650,A1,B,27.4,30.2,28.7,3.1,3.4,3.2,528,0,n/a,n/a,13
2024,Rivian,"R1T Quad Large (22"" Wheels)",Pickup truck: Standard,650,A1,B,28.7,33.1,30.7,3.2,3.7,3.4,488,0,n/a,n/a,13
2024,Rolls-Royce,"Spectre (22"" Wheels)",Compact,430,A1,B,27,24.2,25.8,3,2.7,2.9,468,0,n/a,n/a,11
2024,Rolls-Royce,"Spectre (23"" Wheels)",Compact,430,A1,B,29.7,26.5,28.2,3.3,3,3.2,428,0,n/a,n/a,11
2024,Rolls-Royce,"Black Badge Spectre (22"" Wheels)",Compact,485,A1,B,28.3,25,26.8,3.2,2.8,3,451,0,n/a,n/a,11
2024,Rolls-Royce,"Black Badge Spectre (23"" Wheels)",Compact,485,A1,B,29.7,27.1,28.5,3.3,3,3.2,425,0,n/a,n/a,11
2024,Subaru,Solterra AWD,Sport utility vehicle: Small,160,A1,B,18.8,22.6,20.5,2.1,2.5,2.3,359,0,n/a,n/a,11
2024,Tesla,Model 3 RWD,Mid-size,192,A1,B,15,16.8,15.8,1.7,1.9,1.8,438,0,n/a,n/a,8.5
2024,Tesla,Model 3 RWD (Import),Mid-size,202,A1,B,14.7,16.2,15.4,1.7,1.8,1.7,438,0,n/a,n/a,8.5
2024,Tesla,Model 3 Long Range AWD,Mid-size,276,A1,B,15.3,16.9,16.1,1.7,1.9,1.8,549,0,n/a,n/a,10
2024,Tesla,Model 3 Long Range AWD (Import),Mid-size,280,A1,B,15.5,17,16.2,1.7,1.9,1.8,549,0,n/a,n/a,10
2024,Tesla,Model S,Full-size,494,A1,B,16.5,18.1,17.2,1.9,2,1.9,647,0,n/a,n/a,15
2024,Tesla,"Model S Plaid (19"" Wheels)",Full-size,750,A1,B,18.8,20.4,19.6,2.1,2.3,2.2,578,0,n/a,n/a,15
2024,Tesla,"Model S Plaid (21"" Wheels)",Full-size,750,A1,B,21,22.9,21.9,2.4,2.6,2.5,515,0,n/a,n/a,15
2024,Tesla,Model X,Sport utility vehicle: Standard,494,A1,B,20,21.9,20.9,2.3,2.5,2.3,539,0,n/a,n/a,14
2024,Tesla,"Model X Plaid (20"" Wheels)",Sport utility vehicle: Standard,750,A1,B,20.5,22.7,21.5,2.3,2.5,2.4,525,0,n/a,n/a,14
2024,Tesla,"Model X Plaid (22"" Wheels)",Sport utility vehicle: Standard,750,A1,B,22.2,24.3,23.2,2.5,2.7,2.6,483,0,n/a,n/a,14
2024,Tesla,Model Y RWD,Sport utility vehicle: Small,203,A1,B,16.6,18.1,17.3,1.9,2,1.9,394,0,n/a,n/a,8
2024,Tesla,Model Y Long Range AWD,Sport utility vehicle: Small,291,A1,B,17.4,18.2,17.8,2,2,2,497,0,n/a,n/a,10
2024,Tesla,Model Y Performance,Sport utility vehicle: Small,314,A1,B,18.3,20.4,19.2,2.1,2.3,2.2,459,0,n/a,n/a,10
2024,Toyota,bZ4X,Sport utility vehicle: Small,150,A1,B,16,19.5,17.6,1.8,2.2,2,406,0,n/a,n/a,11
2024,Toyota,bZ4X AWD,Sport utility vehicle: Small,160,A1,B,18.4,22.3,20.1,2.1,2.5,2.3,367,0,n/a,n/a,11
2024,VinFast,VF8 ECO,Sport utility vehicle: Small,260,A1,B,26.4,29.5,27.8,3,3.3,3.1,425,0,n/a,n/a,12
2024,VinFast,VF8 PLUS,Sport utility vehicle: Small,260,A1,B,28.4,30.8,29.5,3.2,3.5,3.3,356,0,n/a,n/a,12
2024,VinFast,VF8 PLUS Performance,Sport utility vehicle: Small,300,A1,B,43.8,48.4,45.9,4.9,5.4,5.2,391,0,n/a,n/a,12
2024,VinFast,VF9 ECO,Sport utility vehicle: Standard,300,A1,B,26.6,29.5,27.9,3,3.3,3.1,531,0,n/a,n/a,15
2024,VinFast,VF9 PLUS,Sport utility vehicle: Standard,300,A1,B,29.4,31.9,30.5,3.3,3.6,3.4,468,0,n/a,n/a,15
2024,Volkswagen,ID.4,Sport utility vehicle: Small,150,A1,B,18.2,21.3,19.6,2,2.4,2.2,332,0,n/a,n/a,6
2024,Volkswagen,ID.4 S,Sport utility vehicle: Small,150,A1,B,18.2,21.3,19.6,2,2.4,2.2,332,0,n/a,n/a,6
2024,Volkswagen,ID.4 Pro,Sport utility vehicle: Small,210,A1,B,17.1,20.2,18.5,1.9,2.3,2.1,468,0,n/a,n/a,8
2024,Volkswagen,ID.4 Pro S,Sport utility vehicle: Small,210,A1,B,17.1,20.2,18.5,1.9,2.3,2.1,468,0,n/a,n/a,8
2024,Volkswagen,ID.4 AWD Pro,Sport utility vehicle: Small,250,A1,B,19.4,21.9,20.5,2.2,2.5,2.3,423,0,n/a,n/a,8
2024,Volkswagen,ID.4 AWD Pro S,Sport utility vehicle: Small,250,A1,B,19.4,21.9,20.5,2.2,2.5,2.3,423,0,n/a,n/a,8
2024,Volvo,C40 Recharge,Sport utility vehicle: Small,185,A1,B,17.8,21.8,19.6,2,2.4,2.2,478,0,n/a,n/a,8
2024,Volvo,C40 Recharge Twin,Sport utility vehicle: Small,300,A1,B,19.8,23,21.2,2.2,2.6,2.4,414,0,n/a,n/a,8
2024,Volvo,XC40 Recharge,Sport utility vehicle: Small,185,A1,B,17.8,22,19.7,2,2.5,2.2,472,0,n/a,n/a,8
2024,Volvo,XC40 Recharge Twin,Sport utility vehicle: Small,300,A1,B,19.8,23.4,21.4,2.2,2.6,2.4,409,0,n/a,n/a,8
